code;literal
W771;OBSTR RESPIRACION POR HUNDIMIENTO CAIDA TIERRA, OTR SUST EN INST RESID
W772;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA OTR SUST, ESC OTR INST AAP
W773;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA, OTR SUST EN A DEP Y ATLET
W774;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA, OTR SUST EN CALLES CARRET
W775;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA OTR SUST EN COMERC, A SERV
W776;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA OTR SUST A INDUSTR CONSTR
W777;OBSTR RESPIRACION POR HUNDIMIENTO CAIDA DE TIERRA U OTR SUST EN GRANJA
W778;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA OTRA SUST OTRO LUGAR ESPEC
W779;OBSTR RESPIRAC POR HUNDIMIENTO CAIDA TIERRA OTR SUST EN LUGAR NO ESPEC
W760;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, EN VIVIENDA
W761;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN INSTITUCION RESIDENCIAL
W762;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN ESCUELAS OTR INST Y AAP
W763;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN AREA DE DEPORTE Y ATLET
W764;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC, EN CALLES Y CARRET
W765;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN COMERCIO Y AREA DE SERV
W766;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN AREA INDUSTR Y CONSTR
W767;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, EN GRANJA
W768;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC, EN OTRO LUGAR ESPECIF
W769;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES EN LUGAR NO ESPEC
W830;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, EN VIVIENDA
W831;OTRAS OBSTRUCCIONES ESPEC DE LA RESPIRACION EN INSTITUCION RESIDENCIAL
W832;OTRAS OBSTRUCCIONES ESPEC DE RESPIRACION EN ESCUELAS, OTRAS INST Y AAP
W833;OTRAS OBSTRUCCIONES ESPEC LA RESPIRACION EN AREAS DE DEPORTE Y ATLET
W834;OTRAS OBSTRUCCIONES ESPEC DE LA RESPIRACION, EN CALLES Y CARRETERAS
W835;OTRAS OBSTRUCCIONES ESPEC DE RESPIRACION, EN COMERCIO Y AREA SERVICIOS
W836;OTRAS OBSTRUCCIONES ESPEC DE RESPIRACION, EN AREA INDUSTRIAL Y CONSTR
W837;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, EN GRANJA
W838;OTRAS OBSTRUCCIONES ESPEC DE LA RESPIRACION, EN OTRO LUGAR ESPECIF
W839;OTRAS OBSTRUCCIONES ESPECIFICADAS DE LA RESPIRACION, EN LUGAR NO ESPEC
W760;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, EN VIVIENDA
W761;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN INSTITUCION RESIDENCIAL
W762;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN ESCUELAS OTR INST Y AAP
W763;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN AREA DE DEPORTE Y ATLET
W764;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC, EN CALLES Y CARRET
W765;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN COMERCIO Y AREA DE SERV
W766;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC EN AREA INDUSTR Y CONSTR
W767;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES, EN GRANJA
W768;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACC, EN OTRO LUGAR ESPECIF
W769;OTROS ESTRANGULAMIENTOS Y AHORCAMIENTOS ACCIDENTALES EN LUGAR NO ESPEC
W840;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, EN VIVIENDA
W841;OBSTRUCCION NO ESPEC DE LA RESPIRACION, EN INSTITUCION RESIDENCIAL
W842;OBSTRUCCION NO ESPEC DE LA RESPIRACION, EN ESCUELAS OTRAS INST AAP
W843;OBSTRUCCION NO ESPEC DE LA RESPIRACION EN AREAS DE DEPORTE Y ATLETISMO
W844;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, EN CALLES Y CARRETERAS
W845;OBSTRUCCION NO ESPEC DE LA RESPIRACION, EN COMERCIO Y AREA SERVICIOS
W846;OBSTRUCCION NO ESPEC DE RESPIRACION, EN AREA INDUSTRIAL Y CONSTRUCCION
W847;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, EN GRANJA
W848;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, EN OTRO LUGAR ESPEC
W849;OBSTRUCCION NO ESPECIFICADA DE LA RESPIRACION, EN LUGAR NO ESPEC
W440;CUERPO EXTRA�O QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN VIVIENDA
W441;CUERPO EXTRA�O QUE PENETRA POR OJO U ORIFICIO NATURAL, EN INST RESID
W442;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN ESC OTR INST, AAP
W443;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN AREAS DEP Y ATLET
W444;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL, EN CALLES Y CARRET
W445;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN COMERCIO Y A SERV
W446;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN A INDUSTR CONSTR
W447;CUERPO EXTRA�O QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN GRANJA
W448;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL, EN OTRO LUGAR ESPEC
W449;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL, EN LUGAR NO ESPEC
W440;CUERPO EXTRA�O QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN VIVIENDA
W441;CUERPO EXTRA�O QUE PENETRA POR OJO U ORIFICIO NATURAL, EN INST RESID
W442;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN ESC OTR INST, AAP
W443;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN AREAS DEP Y ATLET
W444;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL, EN CALLES Y CARRET
W445;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN COMERCIO Y A SERV
W446;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL EN A INDUSTR CONSTR
W447;CUERPO EXTRA�O QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN GRANJA
W448;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL, EN OTRO LUGAR ESPEC
W449;CUERPO EXTRA�O PENETRA POR OJO U ORIFICIO NATURAL, EN LUGAR NO ESPEC
W200;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN VIVIENDA
W201;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN INSTITUCION RESID
W202;GOLPE OBJETO ARROJADO PROYECTADO O QUE CAE EN ESCUELAS, OTR INST Y AAP
W203;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN AREAS DEP Y ATLET
W204;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN CALLES Y CARRET
W205;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN COMERCIO Y A SERV
W206;GOLPE OBJETO ARROJADO, PROYECTADO O QUE CAE, EN AREA INDUSTR Y CONSTR
W207;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN GRANJA
W208;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN OTRO LUGAR ESPECIF
W209;GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, EN LUGAR NO ESPECIF
W210;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN  VIVIENDA
W211;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN INSTITUCION RESID
W212;GOLPE CONTRA O GOLPEADO POR EQU DEPORTES EN ESCUELAS, OTRAS INST Y AAP
W213;GOLPE CONTRA O GOLPEADO POR EQU PARA DEP, EN AREAS DEPORTE Y ATLETISMO
W214;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN CALLES Y CARRET
W215;GOLPE CONTRA O GOLPEADO POR EQU PARA DEP, EN COMERCIO Y AREA SERVICIOS
W216;GOLPE CONTRA O GOLPEADO POR EQU PARA DEP, EN AREA INDUSTRIAL Y CONSTR
W217;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN GRANJA
W218;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN OTRO LUGAR ESPEC
W219;GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, EN LUGAR NO ESPECIF
W500;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCEDURA INFL OTR PERS EN VIV
W501;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCED INFL PERS EN INST RESID
W502;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN ESC INST Y AAP
W503;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN A DEP Y ATLET
W504;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN CALLES CARRET
W505;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN COMERC A SERV
W506;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS A INDUSTR CONSTR
W507;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCEDURA INFL PERS EN GRANJA
W508;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN LUGAR ESPECIF
W509;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN LUGAR NO ESPEC
W510;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN VIVIENDA
W511;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN INSTITUCION RESIDENCIAL
W512;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN ESCUELAS, OTRAS INST Y AAP
W513;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN AREAS DE DEPORTE Y ATLETISMO
W514;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN CALLES Y CARRETERAS
W515;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN COMERCIO Y AREA DE SERVICIOS
W516;CHOQUE O EMPELLON CONTRA OTRA PERS EN AREA INDUSTRIAL Y CONSTRUCCION
W517;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN GRANJA
W518;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN OTRO LUGAR ESPECIFICADO
W519;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN LUGAR NO ESPECIFICADO
W520;PERS APLASTADA EMPUJADA PISOTEADA POR MULTITUD ESTAMPIDA HUMANA EN VIV
W521;PERS APLASTADA EMPUJADA PISOTEADA MULTITUD ESTAMPIDA HUMANA EN I RESID
W522;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA, ESC INST AAP
W523;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA EN A DEP ATLET
W524;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA, CALLES CARRET
W525;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA COMERC A SERV
W526;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA INDUSTR CONSTR
W527;PERS APLASTADA EMPUJADA PISOTEADA MULTITUD ESTAMPIDA HUMANA EN GRANJA
W528;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA EN LUGAR ESPEC
W529;PERS APLASTADA EMPUJADA PISOTEADA MTUD ESTAMPIDA HUMANA LUGAR NO ESPEC
W220;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN VIVIENDA
W221;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN INSTITUCION RESIDENCIAL
W222;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN ESCUELAS, OTR INST Y AAP
W223;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN AREAS DE DEP Y ATLETISMO
W224;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN CALLES Y CARRETERAS
W225;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS EN COMERCIO Y AREA SERVICIOS
W226;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN AREA INDUSTR Y CONSTR
W227;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN GRANJA
W228;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN OTRO LUGAR ESPECIFICADO
W229;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN LUGAR NO ESPECIFICADO
W500;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCEDURA INFL OTR PERS EN VIV
W501;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCED INFL PERS EN INST RESID
W502;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN ESC INST Y AAP
W503;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN A DEP Y ATLET
W504;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN CALLES CARRET
W505;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN COMERC A SERV
W506;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS A INDUSTR CONSTR
W507;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCEDURA INFL PERS EN GRANJA
W508;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN LUGAR ESPECIF
W509;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN LUGAR NO ESPEC
W510;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN VIVIENDA
W511;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN INSTITUCION RESIDENCIAL
W512;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN ESCUELAS, OTRAS INST Y AAP
W513;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN AREAS DE DEPORTE Y ATLETISMO
W514;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN CALLES Y CARRETERAS
W515;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN COMERCIO Y AREA DE SERVICIOS
W516;CHOQUE O EMPELLON CONTRA OTRA PERS EN AREA INDUSTRIAL Y CONSTRUCCION
W517;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN GRANJA
W518;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN OTRO LUGAR ESPECIFICADO
W519;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN LUGAR NO ESPECIFICADO
W220;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN VIVIENDA
W221;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN INSTITUCION RESIDENCIAL
W222;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN ESCUELAS, OTR INST Y AAP
W223;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN AREAS DE DEP Y ATLETISMO
W224;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN CALLES Y CARRETERAS
W225;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS EN COMERCIO Y AREA SERVICIOS
W226;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN AREA INDUSTR Y CONSTR
W227;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN GRANJA
W228;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN OTRO LUGAR ESPECIFICADO
W229;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN LUGAR NO ESPECIFICADO
W500;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCEDURA INFL OTR PERS EN VIV
W501;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCED INFL PERS EN INST RESID
W502;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN ESC INST Y AAP
W503;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN A DEP Y ATLET
W504;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN CALLES CARRET
W505;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN COMERC A SERV
W506;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS A INDUSTR CONSTR
W507;APORREO GOLPE MORDEDURA PATADA RASGU�O TORCEDURA INFL PERS EN GRANJA
W508;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN LUGAR ESPECIF
W509;APORREO GOLPE MORDED PATADA RASGU�O TORCED INFL PERS EN LUGAR NO ESPEC
W510;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN VIVIENDA
W511;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN INSTITUCION RESIDENCIAL
W512;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN ESCUELAS, OTRAS INST Y AAP
W513;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN AREAS DE DEPORTE Y ATLETISMO
W514;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN CALLES Y CARRETERAS
W515;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN COMERCIO Y AREA DE SERVICIOS
W516;CHOQUE O EMPELLON CONTRA OTRA PERS EN AREA INDUSTRIAL Y CONSTRUCCION
W517;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN GRANJA
W518;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN OTRO LUGAR ESPECIFICADO
W519;CHOQUE O EMPELLON CONTRA OTRA PERSONA, EN LUGAR NO ESPECIFICADO
W230;ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN VIV
W231;ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN I RESD
W232;ATRAPADO APLASTADO TRABADO O APRETADO EN ENTRE OBJETOS EN ESC INST AAP
W233;ATRAPADO APLASTADO TRABADO APRETADO EN ENTRE OBJETOS EN AREA DEP ATLET
W234;ATRAPADO APLASTADO TRABADO O APRETADO EN ENTRE OBJETO EN CALLES CARRET
W235;ATRAPADO APLASTADO TRABADO APRETADO EN O ENTRE OBJETO EN COMERC A SERV
W236;ATRAPADO APLASTADO TRABADO APRETADO EN ENTRE OBJETO, A INDUSTR CONSTR
W237;ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, EN GRANJA
W238;ATRAPADO APLASTADO TRABADO APRETADO EN ENTRE OBJETO EN OTR LUGAR ESPEC
W239;ATRAPADO APLASTADO TRABADO APRETADO EN ENTRE OBJETOS EN LUGAR NO ESPEC
V844;PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO AGRICOLA ESPECIAL
V845;CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC NO TRANSITO
V846;PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACC NO TRANSITO
V847;PERSONA QUE VIAJA FUERA DE VEHICULO AGRICOLA ESPECIAL LES ACC NO TRANS
V849;OCUPANTE NO ESPEC DEL VEHICULO AGRICOLA ESPECIAL LES ACC NO TRANSITO
W300;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN VIVIENDA
W301;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA EN INSTITUCION RESIDENCIAL
W302;CONTACTO TRAUMAT CON MAQUINARIA AGRICOLA EN ESCUELAS OTR INSTIT Y AAP
W303;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN AREAS DEPORTE Y ATLET
W304;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN CALLES Y CARRETERAS
W305;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN COMERCIO Y AREA SERV
W306;CONTACTO TRAUM MAQUINARIA AGRICOLA EN AREA INDUSTRIAL Y CONSTRUCCION
W307;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN GRANJA
W308;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN OTRO LUGAR ESPECIF
W309;CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, EN LUGAR NO ESPECIFICADO
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W310;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPEC, EN VIVIENDA
W311;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN INSTITUCION RESID
W312;CONTAC TRAUM CON OTRAS MAQUINARIAS Y SAI EN ESCUELAS, OTRAS INST Y AAP
W313;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN AREAS DEP Y ATLET
W314;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN CALLES Y CARRET
W315;CONTACTO TRAUMATICO CON OTR MAQUINARIAS Y SAI EN COMERCIO Y AREA SERV
W316;CONTACTO TRAUMATICO OTRAS MAQUINARIAS, Y SAI, EN AREA INDUSTR Y CONSTR
W317;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN GRANJA
W318;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN OTRO LUGAR ESPEC
W319;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN LUGAR NO ESPECIF
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
V854;PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO ESPECIAL CONSTRUCION
V855;CONDUCTOR VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC NO TRANS
V856;PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO ACC NO TRANS
V857;PERSONA VIAJA FUERA VEHICULO ESPECIAL CONSTRUCCION  ACC NO TRANSITO
V859;OCUPANTE NO ESPEC VEHICULO ESPECIAL PARA CONSTRUCCION LES ACC NO TRANS
W240;CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSM SAI, EN VIV
W241;CONTAC TRAUM CON DISPOSITIVOS DE ELEVACION Y TRANSM SAI, EN INST RESID
W242;CONTACTO TRAUM DISPOSITIVOS ELEVACION TRANSM SAI EN ESC OTR INST Y AAP
W243;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM SAI EN AREAS DEP ATLET
W244;CONTAC TRAUM DISPOSITIVOS ELEVACION Y TRANSM, SAI EN CALLES Y CARRET
W245;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM SAI EN COMERCIO A SERV
W246;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM SAI AREA INDUSTR CONSTR
W247;CONTACTO TRAUMATICO DISPOSITIVOS ELEVACION TRANSMISION, SAI, EN GRANJA
W248;CONTACTO TRAUM DISPOSITIVOS ELEVACION TRANSM, SAI, EN OTRO LUGAR ESPEC
W249;CONTACTO TRAUM DISPOSITIVOS ELEVACION Y TRANSM, SAI, EN LUGAR NO ESPEC
X170;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN VIVIENDA
X171;CONTACTO CON MAQUINAS MOTORES Y HERRAMIENTAS CALIENTES, EN INST RESID
X172;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN ESC, INST Y AAP
X173;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN AREAS DEP Y ATLET
X174;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN CALLES Y CARRET
X175;CONTACTO MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN COMERC Y A SERV
X176;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN A INDUSTR CONSTR
X177;CONTACTO CON MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN GRANJA
X178;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES EN OTRO LUGAR ESPEC
X179;CONTAC MAQUINAS, MOTORES Y HERRAMIENTAS CALIENTES, EN LUGAR NO ESPEC
W310;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPEC, EN VIVIENDA
W311;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN INSTITUCION RESID
W312;CONTAC TRAUM CON OTRAS MAQUINARIAS Y SAI EN ESCUELAS, OTRAS INST Y AAP
W313;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN AREAS DEP Y ATLET
W314;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN CALLES Y CARRET
W315;CONTACTO TRAUMATICO CON OTR MAQUINARIAS Y SAI EN COMERCIO Y AREA SERV
W316;CONTACTO TRAUMATICO OTRAS MAQUINARIAS, Y SAI, EN AREA INDUSTR Y CONSTR
W317;CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y SAI, EN GRANJA
